crn,rdwy_seq_num,adj_rdwy_seq,county,route,segment,offset,rdwy_orient,lane_count,speed_limit,street_name,road_owner,access_ctrl,year_county
2019027029,4,3,67,,,,E,2,25,WOODLAND AV,4,,
2019109510,3,3,67,1,100,3587,N,3,50,ROOSEVELT BOULEVARD EX,2,1,
2019085504,3,4,67,,,,W,2,25,UNRUH AV,4,,
2019085504,4,3,67,,,,S,3,30,HARBISON AV,4,,
2019051012,4,4,67,,,,E,2,25,CHELTENHAM AV,4,,
2019051012,3,3,67,2007,140,1262,S,2,30,FRANKFORD AV,2,3,
2019029133,3,3,67,76,3440,99,E,2,50,SCHUYLKILL EX,1,1,
2019029410,3,3,67,2007,80,1298,N,2,25,FRANKFORD AV,2,3,
2019029410,4,4,67,,,,E,2,25,WESTMORELAND ST,4,,
2019079720,6,5,67,,,,N,2,30,BATTERSBY ST,4,,
2019079720,5,7,67,,,,S,2,30,BENNER ST,4,,
2019079720,3,3,67,2007,150,747,N,3,30,FRANKFORD AV,2,3,
2019079720,7,6,67,,,,N,2,30,DUFFIELD ST,4,,
2019079720,4,4,67,2007,151,748,S,2,30,FRANKFORD AV,2,3,
2019086337,4,4,67,8016,500,0,E,2,20,RAMP RD,2,1,
2019086337,3,3,67,76,3445,4608,W,2,50,SCHUYLKILL EX,1,1,
2019128572,3,3,67,76,3405,55,W,4,50,SCHUYLKILL EX,1,1,
2019059358,3,3,67,,,,N,2,,GERMANTOWN AV,4,,
2020011875,7,7,67,4002,10,0,E,3,40,STENTON AV,2,3,
2020011875,4,4,67,2018,11,0,S,2,35,BETHLEHEM PK,2,3,
2020011875,6,6,67,3003,10,0,E,2,40,STENTON AV,2,3,
2020011875,5,5,67,2032,10,0,E,2,35,PAPER MILL RD,2,3,
2020011875,3,3,67,2018,10,0,N,2,35,BETHLEHEM PK,2,3,
2020011875,8,8,67,4002,11,0,W,2,40,STENTON AV,2,3,
2019074913,3,4,67,,,,W,1,,FONTAIN ST,4,,
2019074913,4,3,67,,,,S,1,,17TH ST,4,,
2019052556,3,3,67,13,220,1475,N,3,30,FRANKFORD AV,2,3,
2019049479,3,3,67,76,3421,28,W,3,50,SCHUYLKILL EX,1,1,
2019121588,3,3,67,2014,60,753,E,3,25,LEHIGH AV,2,3,
2019059186,5,5,67,,,,W,1,25,W YORK ST,4,,
2019059186,3,3,67,611,70,2273,N,3,30,BROAD ST,2,3,
2019059186,6,6,67,,,,N,2,35,N BROAD ST,4,,
2019059186,4,4,67,611,71,2278,S,3,30,BROAD ST,2,3,
2019096756,3,3,67,95,240,1420,N,4,55,DELAWARE EX,1,1,
2019037496,3,3,67,95,310,35,N,4,55,DELAWARE EX,1,1,
2019052849,3,3,67,95,240,996,N,4,55,DELAWARE EX,1,1,
2019088549,3,4,67,,,,W,2,,PAOLI AV,4,,
2019088549,4,3,67,,,,N,2,25,UMBRIA ST,4,,
2020011866,6,6,67,,,,U,2,,COVENTRY AV,4,,
2020011866,5,5,67,,,,N,1,,SEVENTH ST,4,,
2020011866,3,3,67,1002,20,411,E,2,35,CHELTENHAM AV,2,3,
2020011866,4,4,67,1002,21,411,W,2,35,CHELTENHAM AV,2,3,
2019015709,3,3,67,676,3,1924,W,3,55,VINE STREET EX,1,1,
2019104234,3,3,67,76,3440,2152,E,2,50,SCHUYLKILL EX,1,1,
2019031930,3,3,67,1,340,0,N,3,45,ROOSEVELT BL,2,3,
2019031930,4,4,67,1,341,0,S,3,45,ROOSEVELT BL,2,3,
2019031930,5,5,67,6001,340,0,N,3,45,ROOSEVELT BL,2,3,
2019031930,6,6,67,,,,E,2,30,RED LION RD,4,,
2019041084,3,3,67,1,281,2409,S,3,45,ROOSEVELT BL,2,3,
2019003598,3,3,67,95,211,1410,S,3,55,DELAWARE EX,1,1,
2019130391,4,3,67,,,,S,2,35,34TH ST,4,,
2019130391,3,4,67,,,,W,1,20,HAVERFORD AV,4,,
2019042181,3,3,67,,,,W,2,25,CATHARINE ST,4,,
2019017572,3,3,67,532,41,2022,S,2,35,BUSTLETON AV,2,3,
2019009688,3,3,67,76,3445,3054,W,2,50,SCHUYLKILL EX,1,1,
2019121294,3,3,67,,,,E,1,20,E HAINES ST,4,,
2019062992,3,3,67,95,215,907,S,3,55,DELAWARE EX,1,1,
2019063744,3,3,67,,,,E,1,,THEODORE ST,4,,
2020006177,3,3,67,1005,121,1358,S,2,25,CASTOR AV,2,3,
2019050136,3,3,67,,,,E,2,15,TULPEHOCKEN ST,4,,
2019118911,4,6,67,,,,N,1,25,KENSINGTON AV,4,,
2019118911,3,3,67,,,,E,2,15,VENANGO ST,4,,
2019118911,6,4,67,,,,S,2,25,L ST,4,,
2019118911,5,5,67,,,,E,2,25,GLENWOOD AV,4,,
2019044721,3,3,67,,,,N,2,20,N 17TH ST,4,,
2019132208,3,3,67,4003,80,2143,W,2,30,ALLENS LN,2,3,
2019096407,4,3,67,,,,N,1,,SYDENHAM ST,4,,
2019096407,3,4,67,,,,W,1,,YORK ST,4,,
2019091619,4,4,67,,,,E,2,25,WILLOWS AV,4,,
2019091619,3,3,67,13,30,1930,B,2,25,BALTIMORE AV,2,3,
2019050267,3,3,67,95,244,62,N,4,55,DELAWARE EX,1,1,
2019098019,3,3,67,,,,E,2,15,UNKNOWN AL,4,,
2019110902,3,4,67,,,,W,2,25,WEBSTER ST,4,,
2019110902,4,3,67,,,,N,2,25,61ST ST,4,,
2019029802,3,3,67,13,260,1613,N,2,30,FRANKFORD AV,2,3,
2019004642,4,4,67,2007,151,1441,S,2,30,FRANKFORD AV,2,3,
2019004642,3,3,67,2007,150,1503,N,2,30,FRANKFORD AV,2,3,
2019004642,5,5,67,2009,120,0,N,2,30,HARBISON AV,2,3,
2019004642,7,7,67,,,,E,2,25,DEVEREAUX AV,4,,
2019004642,6,6,67,2009,121,0,S,2,30,HARBISON AV,2,3,
2019035460,3,3,67,1020,20,1910,S,2,35,PHILMONT AV,2,3,
2019029444,4,4,67,611,121,0,S,2,30,BROAD ST,2,3,
2019029444,3,3,67,611,120,0,N,2,30,BROAD ST,2,3,
2019029444,5,5,67,,,,E,2,25,PIKE ST,4,,
2019017966,5,5,67,,,,W,2,25,PARKSIDE AV,4,,
2019017966,3,3,67,3005,150,620,E,2,35,BELMONT AV,2,3,
2019017966,4,4,67,3005,151,586,W,2,30,BELMONT AV,2,3,
2019126398,3,3,67,2009,42,121,N,3,30,ARAMINGO AV,2,3,
2019049388,3,3,67,3023,40,1248,S,2,25,KINGSESSING AV,2,3,
2019049388,4,4,67,,,,S,2,30,54TH ST,4,,
2019028779,3,3,67,1014,30,3038,E,2,35,RHAWN ST,2,3,
2019074725,3,3,67,2001,30,736,E,2,30,OREGON AV,2,3,
2019074725,4,4,67,2001,31,737,W,2,30,OREGON AV,2,3,
2019074725,5,5,67,,,,S,2,,FRONT ST,4,,
2019096283,3,3,67,3003,40,2478,N,2,40,THIRTYFOURTH ST,2,3,
2019122543,4,4,67,1013,91,2097,S,2,35,ACADEMY RD,2,3,
2019122543,5,5,67,,,,N,2,30,WOODHAVEN RD,4,,
2019122543,3,3,67,1013,90,2086,N,2,35,ACADEMY RD,2,3,
2019030159,4,4,67,2007,151,1600,S,2,30,FRANKFORD AV,2,3,
2019030159,5,5,67,2009,120,0,E,2,30,HARBISON AV,2,3,
2019030159,6,6,67,2009,121,0,W,2,30,HARBISON AV,2,3,
2019030159,3,3,67,2007,150,1587,N,2,30,FRANKFORD AV,2,3,
2019038806,3,3,67,,,,W,1,25,PASCHALL AV,4,,
2019023137,5,4,67,,,,E,2,35,RYAN AV,4,,
2019023137,3,3,67,1,280,0,N,3,40,ROOSEVELT BL,2,3,
2019023137,4,5,67,,,,E,2,25,BORBECK AV,4,,
2019029514,3,4,67,,,,S,2,25,EDGEMONT ST,4,,
2019029514,4,3,67,,,,E,2,20,CUMBERLAND ST,4,,
2019046377,3,3,67,95,255,1257,S,5,55,DELAWARE EX,1,1,
2019032489,3,4,67,,,,E,2,25,E LUZERNE ST,4,,
2019032489,4,3,67,,,,N,2,35,I ST,4,,
2019062371,5,5,67,,,,S,2,20,TABOR AV,4,,
2019062371,3,3,67,73,10,2449,E,2,30,COTTMAN AV,2,3,
2019062371,4,4,67,73,11,2447,W,2,30,COTTMAN AV,2,3,
2019079603,3,3,67,1,251,0,S,3,40,ROOSEVELT BL,2,3,
2019038074,3,3,67,95,234,138,N,4,55,DELAWARE EX,1,1,
2019038195,3,3,67,4005,10,0,N,2,25,GERMANTOWN AV,2,3,
2019061001,3,3,67,291,140,2746,E,2,25,BROAD ST,2,3,
2019102244,3,3,67,2676,10,1746,E,3,25,VINE ST,2,3,
2019121426,3,3,67,,,,S,1,20,S 23RD ST,4,,
2019038075,3,3,67,95,305,2433,S,4,55,DELAWARE EX,1,1,
2019029173,3,3,67,8001,10,231,N,1,20,RAMP A RD,2,1,
2019044207,4,5,67,,,,S,2,25,61ST ST,4,,
2019044207,5,4,67,3019,65,2013,S,2,35,PASSYUNK AV,2,3,
2019044207,3,3,67,3019,64,2057,N,2,35,PASSYUNK AV,2,3,
2019039475,3,4,67,,,,W,2,30,63RD ST,4,,
2019039475,4,3,67,,,,W,1,25,WOODLAND AV,4,,
2019118349,4,4,67,13,161,1419,W,2,30,HUNTING PARK AV,2,3,
2019118349,5,5,67,,,,N,1,,19TH ST,4,,
2019118349,3,3,67,13,160,1420,E,2,30,HUNTING PARK AV,2,3,
2019132459,3,3,67,1,200,0,N,3,40,ROOSEVELT BL,2,3,
2019132459,4,4,67,,,,S,2,,F ST,4,,
2019042607,3,3,67,95,301,45,S,4,55,DELAWARE EX,1,1,
2019031986,4,4,67,3017,61,1537,S,2,35,FIFTYSECOND ST,2,3,
2019031986,3,3,67,3017,60,1541,N,2,35,FIFTYSECOND ST,2,3,
2019031986,5,5,67,,,,W,2,30,VIOLA ST,4,,
2019024039,3,3,67,4004,90,3195,B,2,25,OLNEY AV,2,3,
2019102362,3,3,67,,,,N,2,20,S 24TH ST,4,,
2019054718,3,3,67,,,,W,2,30,W JEFFERSON ST,4,,
2019083672,3,3,67,1014,40,2474,E,2,35,RHAWN ST,2,3,
2019083672,4,4,67,,,,S,2,20,EASTWOOD ST,4,,
2019064305,3,3,67,676,3,1908,W,3,55,VINE STREET EX,1,1,
2019073892,3,3,67,76,3430,909,E,3,50,SCHUYLKILL EX,1,1,
2019041264,3,3,67,676,4,498,E,3,55,VINE STREET EX,1,1,
2019073994,3,3,67,4002,120,364,B,2,30,GODFREY AV,2,3,
2019073994,4,5,67,,,,N,2,20,N 10TH ST,4,,
2019073994,5,4,67,,,,W,2,25,W GODFREY AV,4,,
2019027774,3,3,67,95,230,1855,N,3,55,DELAWARE EX,1,1,
2019095984,3,4,67,,,,W,1,,SUSQUEHANNA AV,4,,
2019095984,4,3,67,,,,S,1,,12TH ST,4,,
2019119262,3,3,67,30,30,2856,B,4,30,LANCASTER AV,2,3,
2019119262,5,4,67,,,,E,1,25,LANSDOWNE AV,4,,
2019103523,3,3,67,8019,260,659,S,2,20,RAMP D RD,2,1,
2020005647,4,3,67,,,,S,2,,22ND ST,4,,
2020005647,3,4,67,,,,E,1,,SOMERSET ST,4,,
2019133577,3,3,67,73,10,2367,E,2,30,COTTMAN AV,2,3,
2019095980,3,3,67,,,,W,2,25,COLLEGE AV,4,,
2019017952,4,3,67,,,,E,1,25,MAIN ST,4,,
2019017952,3,4,67,,,,N,1,25,LEVERING ST,4,,
2019044596,4,4,67,73,11,2447,W,2,30,COTTMAN AV,2,3,
2019044596,5,5,67,,,,N,2,25,TABOR AV,4,,
2019044596,3,3,67,73,10,2449,E,2,30,COTTMAN AV,2,3,
2019080220,6,6,67,3008,30,0,E,2,25,CHESTNUT ST,2,3,
2019080220,5,5,67,291,181,1957,S,2,25,BROAD ST,2,3,
2019080220,3,3,67,3,110,901,E,2,35,CHESTNUT ST,2,3,
2019080220,4,4,67,291,180,1956,N,2,25,BROAD ST,2,3,
2020005889,3,3,67,95,125,1943,S,3,55,DELAWARE EX,1,1,
2019034082,3,4,67,,,,S,2,30,G ST,4,,
2019034082,4,3,67,1004,60,0,E,2,30,ERIE AV,2,3,
2019042180,3,3,67,,,,E,2,25,SPRUCE ST,4,,
2019078218,3,3,67,1,340,0,N,3,45,ROOSEVELT BL,2,3,
2019078218,4,4,67,,,,E,3,35,RED LION RD,4,,
2019068435,3,3,67,,,,N,2,25,WINDRIM AV,4,,
2019066067,3,3,67,,,,N,2,30,LINCOLN DR,4,,
2019108950,3,3,67,95,255,504,S,5,55,DELAWARE EX,1,1,
2019076187,3,3,67,1,280,2138,N,3,40,ROOSEVELT BL,2,3,
2019070100,5,5,67,,,,N,2,20,BROUS AV,4,,
2019070100,3,3,67,73,50,793,E,2,30,COTTMAN AV,2,3,
2019070100,4,4,67,73,51,792,W,2,30,COTTMAN AV,2,3,
2019036254,3,3,67,95,320,1978,N,3,55,DELAWARE EX,1,1,
2019129812,3,3,67,76,3404,1411,E,4,50,SCHUYLKILL EX,1,1,
2019121479,3,3,67,6001,220,1502,N,3,40,ROOSEVELT BL,2,3,
2019121479,4,5,67,,,,E,3,25,OXFORD CR,4,,
2019121479,5,4,67,,,,S,2,,OXFORD AV,4,,
2019041683,3,3,67,76,3455,1812,W,2,50,SCHUYLKILL EX,1,1,
2019048916,3,3,67,73,10,1399,E,2,30,COTTMAN AV,2,3,
2019048916,4,4,67,73,11,1393,W,2,30,COTTMAN AV,2,3,
2019048916,5,5,67,232,62,0,N,2,25,OXFORD AV,2,3,
2019048916,6,6,67,232,63,0,S,2,25,OXFORD AV,2,3,
2020019196,3,3,67,1,200,1587,N,3,40,ROOSEVELT BL,2,3,
2019076752,4,3,67,,,,E,1,20,TULIP ST,4,,
2019076752,3,4,67,,,,S,2,,YORK ST,4,,
2019092717,3,3,67,4001,70,2154,N,2,35,HENRY AV,2,3,
2019092717,4,4,67,4001,71,2154,S,3,35,HENRY AV,2,3,
2019092717,5,5,67,,,,E,2,,MONASTERY AV,4,,
2019061133,4,5,67,,,,W,2,25,ONTARIO ST,4,,
2019061133,3,3,67,,,,S,2,25,KENSINGTON AV,4,,
2019061133,5,4,67,,,,N,1,,J ST,4,,
2019106487,3,3,67,2016,70,2457,E,3,30,ALLEGHENY AV,2,3,
2019002326,3,3,67,2009,60,233,N,2,30,ARAMINGO AV,2,3,
2019078044,4,4,67,,,,S,2,,TWENTYSECOND ST,4,,
2019078044,3,3,67,2010,22,420,W,2,25,CECIL B MOORE AV,2,3,
2019085201,4,3,67,,,,N,1,35,18TH ST,4,,
2019085201,3,4,67,,,,E,2,,DIAMOND ST,4,,
2019086529,4,3,67,,,,N,1,30,G ST,4,,
2019086529,3,4,67,,,,E,1,,HILTON ST,4,,
2019099297,3,3,67,,,,W,2,,BLUE GRASS RD,4,,
2019020892,3,3,67,,,,E,2,20,E WILLARD ST,4,,
2019099718,4,4,67,8004,10,0,N,1,20,RAMP B RD,2,1,
2019099718,3,3,67,76,3394,2307,E,3,50,SCHUYLKILL EX,1,1,
2020002826,3,3,67,676,3,1742,W,3,55,VINE STREET EX,1,1,
2019023964,3,3,67,,,,E,2,25,MEDIA ST,4,,
2019131264,3,3,67,,,,S,99,25,S CONCOURSE DR,4,,
2019015423,3,3,67,76,3424,1080,E,3,50,SCHUYLKILL EX,1,1,
2019117789,3,3,67,,,,S,2,30,S 58TH ST,4,,
2019122847,3,4,67,,,,S,2,,TABOR AV,4,,
2019122847,4,3,67,,,,E,2,20,FOULKROD ST,4,,
2019049653,4,3,67,,,,S,1,20,AMERICAN ST,4,,
2019049653,3,4,67,,,,E,2,20,FISHER AV,4,,
2020018652,3,4,67,,,,S,1,,DUVAL ST,4,,
2020018652,4,3,67,,,,W,2,,MCCALLUM ST,4,,
2019069141,3,4,67,,,,N,2,25,9TH ST,4,,
2019069141,4,3,67,,,,W,2,25,HUNTING PARK AV,4,,
2019038307,3,3,67,4003,100,2318,W,2,30,ALLENS LN,2,3,
2019038307,4,4,67,4007,90,1246,N,2,25,GERMANTOWN AV,2,3,
2019087380,3,4,67,,,,S,2,,52ND ST,4,,
2019087380,4,3,67,,,,E,2,20,LEBANON AV,4,,
2019105758,4,4,67,73,71,676,W,2,30,COTTMAN AV,2,3,
2019105758,3,3,67,73,70,676,E,2,30,COTTMAN AV,2,3,
2019105758,5,5,67,,,,S,1,25,COTTAGE ST,4,,
2020010140,3,3,67,95,250,1574,N,4,55,DELAWARE EX,1,1,
2019121536,5,5,67,,,,E,2,20,LEBANON AV,4,,
2019121536,4,4,67,3015,121,0,S,2,30,SIXTYTHIRD ST,2,3,
2019121536,3,3,67,3015,120,0,N,2,30,SIXTYTHIRD ST,2,3,
2019028867,3,3,67,,,,E,2,20,N 77TH ST,4,,
2019045691,3,3,67,291,61,981,W,2,45,PENROSE AV,2,3,
2019045691,4,4,67,8049,500,0,S,2,20,RAMP PA 291WB TO I-,2,1,
2019098034,3,3,67,3018,30,1748,W,2,45,HAVERFORD AV,2,3,
2019093450,3,3,67,,,,S,1,20,RUTH ST,4,,
2019086338,3,3,67,95,240,1116,N,4,55,DELAWARE EX,1,1,
2019042924,4,4,67,2676,10,1098,E,3,25,VINE ST,2,3,
2019042924,5,5,67,,,,N,2,25,13TH ST,4,,
2019042924,3,3,67,2157,10,0,N,2,25,THIRTEENTH ST,2,3,
2019132411,3,3,67,,,,N,2,20,N 2ND ST,4,,
2019015245,3,3,67,95,271,2144,S,3,55,DELAWARE EX,1,1,
2019057056,3,3,67,4005,20,688,S,2,25,GERMANTOWN AV,2,3,
2019057056,4,4,67,,,,W,1,20,DOUNTON ST,4,,
2019094963,3,3,67,95,320,566,N,3,55,DELAWARE EX,1,1,
2019107556,3,3,67,,,,S,2,,57TH ST,4,,
2019017963,4,4,67,8018,,,N,1,30,FROM 8018/0010 RD,2,,
2019017963,3,3,67,3003,50,767,N,2,40,UNIVERSITY AV,2,3,
2019101378,5,5,67,,,,W,2,20,CHELTENHAM AV,4,,
2019101378,4,4,67,1009,61,1457,S,2,25,BUSTLETON AV,2,3,
2019101378,3,3,67,1009,60,1452,N,2,25,BUSTLETON AV,2,3,
2019103935,3,3,67,76,3404,170,E,4,50,SCHUYLKILL EX,1,1,
2020012581,3,3,67,95,235,832,S,4,55,DELAWARE EX,1,1,
2019038814,3,3,67,2016,40,321,E,2,30,ALLEGHENY AV,2,3,
2019047456,3,3,67,13,240,1047,N,2,30,FRANKFORD AV,2,3,
2019058384,3,3,67,73,70,224,E,2,30,COTTMAN AV,2,3,
2019058384,5,5,67,,,,N,2,25,WALKER ST,4,,
2019058384,4,4,67,73,71,222,W,2,30,COTTMAN AV,2,3,
2020011832,4,3,67,,,,S,1,25,ITHAN ST,4,,
2020011832,3,4,67,,,,E,2,25,SPRINGFIELD AV,4,,
2019068351,3,3,67,13,201,1856,W,3,25,LEVICK ST,2,3,
2019068351,4,4,67,13,220,0,N,2,30,FRANKFORD AV,2,3,
2019068351,5,5,67,13,221,0,S,2,30,FRANKFORD AV,2,3,
2019068351,6,6,67,1008,20,2151,E,3,25,LEVICK ST,2,3,
2019009941,3,3,67,676,5,2586,W,3,55,VINE STREET EX,1,1,
2019122360,3,3,67,,,,E,2,20,E ONTARIO ST,4,,
2019027765,3,3,67,95,301,582,S,4,55,DELAWARE EX,1,1,
2019104936,3,3,67,95,270,1759,N,4,55,DELAWARE EX,1,1,
2020000105,3,3,67,95,201,1181,S,4,55,DELAWARE EX,1,1,
2019042936,3,3,67,,,,S,1,20,ERDRICK ST,4,,
2019064165,4,3,67,,,,S,1,25,BELFIELD AV,4,,
2019064165,3,4,67,,,,N,1,25,WISTER ST,4,,
2019038852,3,3,67,4007,80,336,N,2,25,GERMANTOWN AV,2,3,
2019038852,4,4,67,,,,E,2,25,HORTTER ST,4,,
2019061170,3,3,67,95,311,1596,S,4,55,DELAWARE EX,1,1,
2019133198,4,4,67,,,,N,2,20,S 71ST ST,4,,
2019133198,3,3,67,3021,10,1639,N,2,25,ELMWOOD AV,2,3,
2019119138,3,3,67,676,3,1365,W,3,55,VINE STREET EX,1,1,
2019119138,4,4,67,8012,250,0,E,1,20,RAMP A RD,2,1,
2019019375,3,4,67,,,,E,1,25,DOVER ST,4,,
2019019375,4,3,67,,,,S,2,25,MORRIS ST,4,,
2019017803,3,3,67,4004,20,1956,N,2,35,CHEW AV,2,3,
2019135169,4,4,67,8012,250,2035,E,1,20,RAMP A RD,2,1,
2019135169,3,3,67,76,3440,1923,E,2,50,SCHUYLKILL EX,1,1,
2019100769,3,3,67,2006,64,2516,E,2,30,SPRING GARDEN ST,2,3,
2020015116,3,3,67,,,,N,2,35,PARKSIDE AV,4,,
2019065489,3,3,67,,,,E,1,20,CAMBRIA ST,4,,
2019051011,3,3,67,6001,284,659,N,3,40,ROOSEVELT BL,2,3,
2019043933,3,4,67,,,,S,2,25,52ND ST,4,,
2019043933,4,3,67,,,,W,2,25,WARRINGTON AV,4,,
2019057960,3,3,67,4007,40,1825,S,2,25,WAYNE AV,2,3,
2019121370,3,3,67,,,,N,2,25,N 11TH ST,4,,
2019087923,4,3,67,,,,E,2,20,SPRUCE ST,4,,
2019087923,3,4,67,,,,S,2,20,S 49TH ST,4,,
2019084506,3,4,67,,,,S,1,,4TH ST,4,,
2019084506,4,3,67,,,,W,2,25,CLARKSON AV,4,,
2019128451,4,4,67,,,,W,2,20,LOCUST ST,4,,
2019128451,3,3,67,3017,20,2978,N,3,25,FIFTYSECOND ST,2,3,
2019052682,3,3,67,95,201,1138,S,4,55,DELAWARE EX,1,1,
2019023565,3,4,67,,,,S,2,15,8TH ST,4,,
2019023565,4,3,67,,,,E,1,15,SOUTH ST,4,,
2019060236,3,3,67,3010,31,1649,W,1,25,MARKET ST,2,3,
2019118354,3,3,67,4007,20,948,S,2,25,WAYNE AV,2,3,
2019096311,3,3,67,3019,61,1988,S,2,35,ESSINGTON AV,2,3,
2019114693,3,3,67,,,,N,2,25,5TH ST,4,,
2019072305,4,3,67,,,,N,1,,HOBART ST,4,,
2019072305,3,4,67,,,,E,2,,VINE ST,4,,
2019088947,3,3,67,,,,S,1,,10TH ST,4,,
2019057391,4,3,67,,,,S,2,25,MASCHER ST,4,,
2019057391,3,4,67,,,,W,2,,CLARKSON AV,4,,
2019061182,3,3,67,8001,250,1350,S,1,20,RAMP C RD,2,1,
2019058464,3,4,67,,,,S,1,,4TH ST,4,,
2019058464,4,3,67,,,,W,2,30,W WYOMING AV,4,,
2019090717,3,3,67,,,,S,3,35,15TH ST,4,,
2019014588,3,3,67,76,3445,635,W,2,50,SCHUYLKILL EX,1,1,
2019097991,6,6,67,,,,W,2,20,FOULKROD ST,4,,
2019097991,5,5,67,,,,N,2,20,BINGHAM ST,4,,
2019097991,3,3,67,1002,70,372,E,2,35,ADAMS AV,2,3,
2019097991,4,4,67,1002,71,356,W,2,35,ADAMS AV,2,3,
2019068038,3,3,67,,,,S,1,25,21ST ST,4,,
2019134843,4,4,67,,,,N,4,20,SIXTEENTH ST,4,,
2019134843,3,3,67,3010,110,1807,E,2,25,MARKET ST,2,3,
2019086050,3,3,67,76,3405,2605,W,4,50,SCHUYLKILL EX,1,1,
2019019073,3,4,67,,,,N,2,25,FAIRHILL AV,4,,
2019019073,4,3,67,,,,E,2,35,HUNTING PARK AV,4,,
2019122691,3,3,67,,,,W,3,45,WALT WHITMAN BR,4,,
2020008830,3,3,67,,,,W,2,,CHAMOUNIX DR,4,,
2019101622,4,4,67,,,,N,2,,NINTH ST,4,,
2019101622,3,3,67,1,160,0,N,3,40,ROOSEVELT BL,2,3,
2019050863,3,3,67,1,110,219,N,3,50,ROOSEVELT BOULEVARD EX,2,1,
2019030627,3,4,67,,,,N,2,25,PACIFIC ST,4,,
2019030627,4,3,67,,,,E,1,20,GLENWOOD AV,4,,
2019064364,3,3,67,2001,80,0,N,3,30,CHRISTOPHER COLUMBUS BL,2,3,
2019064364,4,4,67,2001,81,0,S,3,30,CHRISTOPHER COLUMBUS BL,2,3,
2019064364,5,5,67,,,,E,99,30,WASHINGTON AV,4,,
2019004376,3,3,67,95,244,485,N,4,55,DELAWARE EX,1,1,
2019032102,3,3,67,,,,E,4,30,WASHINGTON AV,4,,
2019082701,3,3,67,,,,S,1,20,C ST,4,,
2019123205,3,3,67,1004,100,1524,N,2,25,TORRESDALE AV,2,3,
2019105411,3,3,67,4002,130,1405,E,2,25,GODFREY AV,2,3,
2019105411,4,4,67,,,,N,2,25,2ND ST,4,,
2019075685,3,3,67,3,31,2758,W,2,35,WALNUT ST,2,3,
2019037640,3,3,67,,,,W,2,30,LOCUST ST,4,,
2019070894,3,3,67,,,,W,1,20,KNORR ST,4,,
2019129435,3,3,67,3015,40,754,S,3,25,COBBS CREEK PY,2,3,
2019017922,4,4,67,2004,31,922,W,2,25,MARKET ST,2,3,
2019017922,3,3,67,2004,30,915,E,2,25,MARKET ST,2,3,
2019017922,5,5,67,,,,N,2,25,3RD ST,4,,
2019108594,3,3,67,676,15,1134,W,2,55,VINE STREET EX,1,1,
2019068048,3,4,67,,,,E,2,25,CEDAR AV,4,,
2019068048,4,3,67,,,,S,2,20,S 49TH ST,4,,
2019029403,4,3,67,,,,N,2,25,60TH ST,4,,
2019029403,3,4,67,,,,E,2,25,SPRUCE ST,4,,
2019130233,5,5,67,,,,E,2,20,COLUMBIA AV,4,,
2019130233,4,4,67,3015,111,1957,S,2,30,SIXTYTHIRD ST,2,3,
2019130233,3,3,67,3015,110,1959,N,2,25,SIXTYTHIRD ST,2,3,
2019098449,3,3,67,4017,60,638,E,2,35,UPSAL ST,2,3,
2019123783,3,3,67,,,,S,2,20,N 6TH ST,4,,
2019091527,3,3,67,95,141,34,S,3,55,DELAWARE EX,1,1,
2019094264,3,3,67,,,,S,2,,6TH ST,4,,
2020011623,3,4,67,,,,S,2,,72ND ST,4,,
2020011623,4,3,67,,,,E,4,30,LINDBERGH BL,4,,
2019060674,3,3,67,76,3434,1931,E,3,50,SCHUYLKILL EX,1,1,
2019023228,3,3,67,95,191,2129,S,4,55,DELAWARE EX,1,1,
2019083095,5,5,67,,,,E,2,,MORRELL AV,4,,
2019083095,3,3,67,1013,60,1842,N,2,30,ACADEMY RD,2,3,
2019083095,4,4,67,1013,61,1837,S,2,30,ACADEMY RD,2,3,
2019050139,3,3,67,4002,80,136,S,3,35,STENTON AV,2,3,
2019026985,4,3,67,,,,W,1,25,TASKER ST,4,,
2019026985,3,4,67,,,,S,1,25,ETTING ST,4,,
2019011625,3,3,67,1,161,1894,S,3,35,ROOSEVELT BL,2,3,
2019044154,3,3,67,,,,W,1,25,HAVERFORD AV,4,,
2019081199,3,3,67,3013,30,0,N,3,35,ISLAND AV,2,3,
2019081199,5,5,67,,,,E,4,,LINDBERGH BL,4,,
2019081199,4,4,67,3013,31,0,S,2,35,ISLAND AV,2,3,
2019035455,3,3,67,,,,W,2,25,DOMINO LN,4,,
2020009348,3,3,67,3007,75,2071,S,2,35,KELLY DR,2,3,
2019058683,5,5,67,,,,S,2,25,BROUS AV,4,,
2019058683,3,3,67,73,50,793,E,2,30,COTTMAN AV,2,3,
2019058683,4,4,67,73,51,792,W,2,30,COTTMAN AV,2,3,
2019038028,3,4,67,,,,N,2,25,OLD LINE RD,4,,
2019038028,4,3,67,,,,E,2,25,UNKNOWN RD,4,,
2019135153,3,3,67,676,3,2288,W,3,55,VINE STREET EX,1,1,
2019101364,4,4,67,,,,E,2,,SOLLY AV,4,,
2019101364,3,3,67,1001,100,1098,N,2,25,VERREE RD,2,3,
2019088444,3,3,67,95,315,1015,S,3,55,DELAWARE EX,1,1,
2019087802,3,3,67,1020,10,0,B,2,35,PHILMONT AV,2,3,
2019087802,6,6,67,,,,W,2,35,BYBERRY RD,4,,
